HPO term ID	HPO name	HPO child (is_a)	icd10	icd10 string	OMIM disease ID(s) 
370	Abnormality of the middle ear	370	H71.31	Diffuse cholesteatosis, right ear	188400
370	Abnormality of the middle ear	370	H71.32	Diffuse cholesteatosis, left ear	188400
370	Abnormality of the middle ear	370	H71.33	Diffuse cholesteatosis, bilateral	188400
488	Retinopathy	488	H35.9	Unspecified retinal disorder	603903
501	Glaucoma	501	H42	Glaucoma in diseases classified elsewhere	154700,162200
646	Amblyopia	646	H53.0	Amblyopia ex anopsia	188400
646	Amblyopia	646	H53.01	Deprivation amblyopia	188400
646	Amblyopia	646	H53.011	Deprivation amblyopia, right eye	188400
646	Amblyopia	646	H53.012	Deprivation amblyopia, left eye	188400
646	Amblyopia	646	H53.013	Deprivation amblyopia, bilateral	188400
646	Amblyopia	646	H53.019	Deprivation amblyopia, unspecified eye	188400
646	Amblyopia	646	H53.02	Refractive amblyopia	188400
646	Amblyopia	646	H53.021	Refractive amblyopia, right eye	188400
646	Amblyopia	646	H53.022	Refractive amblyopia, left eye	188400
646	Amblyopia	646	H53.023	Refractive amblyopia, bilateral	188400
646	Amblyopia	646	H53.029	Refractive amblyopia, unspecified eye	188400
646	Amblyopia	646	H53.03	Strabismic amblyopia	188400
646	Amblyopia	646	H53.031	Strabismic amblyopia, right eye	188400
646	Amblyopia	646	H53.032	Strabismic amblyopia, left eye	188400
646	Amblyopia	646	H53.033	Strabismic amblyopia, bilateral	188400
646	Amblyopia	646	H53.039	Strabismic amblyopia, unspecified eye	188400
646	Amblyopia	646	H53.04	Amblyopia suspect	188400
646	Amblyopia	646	H53.041	Amblyopia suspect, right eye	188400
646	Amblyopia	646	H53.042	Amblyopia suspect, left eye	188400
646	Amblyopia	646	H53.043	Amblyopia suspect, bilateral	188400
646	Amblyopia	646	H53.049	Amblyopia suspect, unspecified eye	188400
739	Anxiety	739	F40	Phobic anxiety disorders	261600
739	Anxiety	739	F40.0	Agoraphobia	261600
739	Anxiety	739	F40.00	Agoraphobia, unspecified	261600
739	Anxiety	739	F40.01	Agoraphobia with panic disorder	261600
739	Anxiety	739	F40.02	Agoraphobia without panic disorder	261600
739	Anxiety	739	F40.1	Social phobias	261600
739	Anxiety	739	F40.10	Social phobia, unspecified	261600
739	Anxiety	739	F40.11	Social phobia, generalized	261600
739	Anxiety	739	F40.2	Specific (isolated) phobias	261600
739	Anxiety	739	F40.21	Animal type phobia	261600
739	Anxiety	739	F40.210	Fear of spiders	261600
739	Anxiety	739	F40.218	Other animal type phobia	261600
739	Anxiety	739	F40.22	Natural environment type phobia	261600
739	Anxiety	739	F40.220	Fear of thunderstorms	261600
739	Anxiety	739	F40.228	Other natural environment type phobia	261600
739	Anxiety	739	F40.23	Blood, injection, injury type phobia	261600
739	Anxiety	739	F40.230	Fear of blood	261600
739	Anxiety	739	F40.231	Fear of injections and transfusions	261600
739	Anxiety	739	F40.232	Fear of other medical care	261600
739	Anxiety	739	F40.233	Fear of injury	261600
739	Anxiety	739	F40.24	Situational type phobia	261600
739	Anxiety	739	F40.240	Claustrophobia	261600
739	Anxiety	739	F40.241	Acrophobia	261600
739	Anxiety	739	F40.242	Fear of bridges	261600
739	Anxiety	739	F40.243	Fear of flying	261600
739	Anxiety	739	F40.248	Other situational type phobia	261600
739	Anxiety	739	F40.29	Other specified phobia	261600
739	Anxiety	739	F40.290	Fear of men	261600
739	Anxiety	739	F40.291	Gynephobia	261600
739	Anxiety	739	F40.298	Other specified phobia	261600
739	Anxiety	739	F40.8	Other phobic anxiety disorders	261600
739	Anxiety	739	F40.9	Phobic anxiety disorder, unspecified	261600
739	Anxiety	739	F41.0	Panic disorder [episodic paroxysmal anxiety] without agoraphobia	261600
739	Anxiety	739	F41.8	Other specified anxiety disorders	261600
739	Anxiety	739	F41.9	Anxiety disorder, unspecified	261600
739	Anxiety	739	F93.0	Separation anxiety disorder of childhood	261600
767	Pectus excavatum	767	Q67.6	Pectus excavatum	154700,300624
777	Abnormality of the thymus	100521	D15.0	Benign neoplasm of thymus	188400
819	Diabetes mellitus	819	P70.2	Neonatal diabetes mellitus	235200
821	Hypothyroidism	821	E03.0	Congenital hypothyroidism with diffuse goiter	190685,188400,191100
822	Hypertension	822	I11	Hypertensive heart disease	603903,162200
822	Hypertension	822	I11.0	Hypertensive heart disease with heart failure	603903,162200
822	Hypertension	822	I11.9	Hypertensive heart disease without heart failure	603903,162200
822	Hypertension	822	I12	Hypertensive chronic kidney disease	603903,162200
822	Hypertension	822	I12.0	Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease	603903,162200
822	Hypertension	822	I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	162200,603903
822	Hypertension	822	I13	Hypertensive heart and chronic kidney disease	603903,162200
822	Hypertension	822	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	603903,162200
822	Hypertension	822	I13.1	Hypertensive heart and chronic kidney disease without heart failure	603903,162200
822	Hypertension	822	I13.10	Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	603903,162200
822	Hypertension	822	I13.11	Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease	603903,162200
822	Hypertension	822	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease	603903,162200
822	Hypertension	822	I15	Secondary hypertension	603903,162200
822	Hypertension	822	I15.1	Hypertension secondary to other renal disorders	603903,162200
822	Hypertension	822	I15.2	Hypertension secondary to endocrine disorders	603903,162200
822	Hypertension	822	I15.8	Other secondary hypertension	603903,162200
822	Hypertension	822	I15.9	Secondary hypertension, unspecified	603903,162200
826	Precocious puberty	826	E22.8	Other hyperfunction of pituitary gland	191100
939	Osteoporosis	939	M80	Osteoporosis with current pathological fracture	235200
939	Osteoporosis	939	M80.0	Age-related osteoporosis with current pathological fracture	235200
939	Osteoporosis	939	M80.00	Age-related osteoporosis with current pathological fracture, unspecified site	235200
939	Osteoporosis	939	M80.00XA	Age-related osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture	235200
939	Osteoporosis	939	M80.00XD	Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.00XG	Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.00XK	Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.00XP	Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.00XS	Age-related osteoporosis with current pathological fracture, unspecified site, sequela	235200
939	Osteoporosis	939	M80.01	Age-related osteoporosis with current pathological fracture, shoulder	235200
939	Osteoporosis	939	M80.011	Age-related osteoporosis with current pathological fracture, right shoulder	235200
939	Osteoporosis	939	M80.011A	Age-related osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.011D	Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.011G	Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.011K	Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.011P	Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.011S	Age-related osteoporosis with current pathological fracture, right shoulder, sequela	235200
939	Osteoporosis	939	M80.012	Age-related osteoporosis with current pathological fracture, left shoulder	235200
939	Osteoporosis	939	M80.012A	Age-related osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.012D	Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.012G	Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.012K	Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.012P	Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.012S	Age-related osteoporosis with current pathological fracture, left shoulder, sequela	235200
939	Osteoporosis	939	M80.019	Age-related osteoporosis with current pathological fracture, unspecified shoulder	235200
939	Osteoporosis	939	M80.019A	Age-related osteoporosis with current pathological fracture, unspecified shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.019D	Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.019G	Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.019K	Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.019P	Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.019S	Age-related osteoporosis with current pathological fracture, unspecified shoulder, sequela	235200
939	Osteoporosis	939	M80.02	Age-related osteoporosis with current pathological fracture, humerus	235200
939	Osteoporosis	939	M80.021	Age-related osteoporosis with current pathological fracture, right humerus	235200
939	Osteoporosis	939	M80.021A	Age-related osteoporosis with current pathological fracture, right humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.021D	Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.021G	Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.021K	Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.021P	Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.021S	Age-related osteoporosis with current pathological fracture, right humerus, sequela	235200
939	Osteoporosis	939	M80.022	Age-related osteoporosis with current pathological fracture, left humerus	235200
939	Osteoporosis	939	M80.022A	Age-related osteoporosis with current pathological fracture, left humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.022D	Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.022G	Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.022K	Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.022P	Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.022S	Age-related osteoporosis with current pathological fracture, left humerus, sequela	235200
939	Osteoporosis	939	M80.029	Age-related osteoporosis with current pathological fracture, unspecified humerus	235200
939	Osteoporosis	939	M80.029A	Age-related osteoporosis with current pathological fracture, unspecified humerus, initial encounter for fracture	235200
939	Osteoporosis	939	M80.029D	Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.029G	Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.029K	Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.029P	Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.029S	Age-related osteoporosis with current pathological fracture, unspecified humerus, sequela	235200
939	Osteoporosis	939	M80.03	Age-related osteoporosis with current pathological fracture, forearm	235200
939	Osteoporosis	939	M80.031	Age-related osteoporosis with current pathological fracture, right forearm	235200
939	Osteoporosis	939	M80.031A	Age-related osteoporosis with current pathological fracture, right forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.031D	Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.031G	Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.031K	Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.031P	Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.031S	Age-related osteoporosis with current pathological fracture, right forearm, sequela	235200
939	Osteoporosis	939	M80.032	Age-related osteoporosis with current pathological fracture, left forearm	235200
939	Osteoporosis	939	M80.032A	Age-related osteoporosis with current pathological fracture, left forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.032D	Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.032G	Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.032K	Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.032P	Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.032S	Age-related osteoporosis with current pathological fracture, left forearm, sequela	235200
939	Osteoporosis	939	M80.039	Age-related osteoporosis with current pathological fracture, unspecified forearm	235200
939	Osteoporosis	939	M80.039A	Age-related osteoporosis with current pathological fracture, unspecified forearm, initial encounter for fracture	235200
939	Osteoporosis	939	M80.039D	Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.039G	Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.039K	Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.039P	Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.039S	Age-related osteoporosis with current pathological fracture, unspecified forearm, sequela	235200
939	Osteoporosis	939	M80.04	Age-related osteoporosis with current pathological fracture, hand	235200
939	Osteoporosis	939	M80.041	Age-related osteoporosis with current pathological fracture, right hand	235200
939	Osteoporosis	939	M80.041A	Age-related osteoporosis with current pathological fracture, right hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.041D	Age-related osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.041G	Age-related osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.041K	Age-related osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.041P	Age-related osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.041S	Age-related osteoporosis with current pathological fracture, right hand, sequela	235200
939	Osteoporosis	939	M80.042	Age-related osteoporosis with current pathological fracture, left hand	235200
939	Osteoporosis	939	M80.042A	Age-related osteoporosis with current pathological fracture, left hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.042D	Age-related osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.042G	Age-related osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.042K	Age-related osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.042P	Age-related osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.042S	Age-related osteoporosis with current pathological fracture, left hand, sequela	235200
939	Osteoporosis	939	M80.049	Age-related osteoporosis with current pathological fracture, unspecified hand	235200
939	Osteoporosis	939	M80.049A	Age-related osteoporosis with current pathological fracture, unspecified hand, initial encounter for fracture	235200
939	Osteoporosis	939	M80.049D	Age-related osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.049G	Age-related osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.049K	Age-related osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.049P	Age-related osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.049S	Age-related osteoporosis with current pathological fracture, unspecified hand, sequela	235200
939	Osteoporosis	939	M80.05	Age-related osteoporosis with current pathological fracture, femur	235200
939	Osteoporosis	939	M80.051	Age-related osteoporosis with current pathological fracture, right femur	235200
939	Osteoporosis	939	M80.051A	Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture	235200
939	Osteoporosis	939	M80.051D	Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.051G	Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.051K	Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.051P	Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.051S	Age-related osteoporosis with current pathological fracture, right femur, sequela	235200
939	Osteoporosis	939	M80.052	Age-related osteoporosis with current pathological fracture, left femur	235200
939	Osteoporosis	939	M80.052A	Age-related osteoporosis with current pathological fracture, left femur, initial encounter for fracture	235200
939	Osteoporosis	939	M80.052D	Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.052G	Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.052K	Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.052P	Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.052S	Age-related osteoporosis with current pathological fracture, left femur, sequela	235200
939	Osteoporosis	939	M80.059	Age-related osteoporosis with current pathological fracture, unspecified femur	235200
939	Osteoporosis	939	M80.059A	Age-related osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture	235200
939	Osteoporosis	939	M80.059D	Age-related osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.059G	Age-related osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.059K	Age-related osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.059P	Age-related osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.059S	Age-related osteoporosis with current pathological fracture, unspecified femur, sequela	235200
939	Osteoporosis	939	M80.06	Age-related osteoporosis with current pathological fracture, lower leg	235200
939	Osteoporosis	939	M80.061	Age-related osteoporosis with current pathological fracture, right lower leg	235200
939	Osteoporosis	939	M80.061A	Age-related osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture	235200
939	Osteoporosis	939	M80.061D	Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.061G	Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.061K	Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.061P	Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.061S	Age-related osteoporosis with current pathological fracture, right lower leg, sequela	235200
939	Osteoporosis	939	M80.062	Age-related osteoporosis with current pathological fracture, left lower leg	235200
939	Osteoporosis	939	M80.062A	Age-related osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture	235200
939	Osteoporosis	939	M80.062D	Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.062G	Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.062K	Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.062P	Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.062S	Age-related osteoporosis with current pathological fracture, left lower leg, sequela	235200
939	Osteoporosis	939	M80.069	Age-related osteoporosis with current pathological fracture, unspecified lower leg	235200
939	Osteoporosis	939	M80.069A	Age-related osteoporosis with current pathological fracture, unspecified lower leg, initial encounter for fracture	235200
939	Osteoporosis	939	M80.069D	Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.069G	Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.069K	Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.069P	Age-related osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.069S	Age-related osteoporosis with current pathological fracture, unspecified lower leg, sequela	235200
939	Osteoporosis	939	M80.07	Age-related osteoporosis with current pathological fracture, ankle and foot	235200
939	Osteoporosis	939	M80.071	Age-related osteoporosis with current pathological fracture, right ankle and foot	235200
939	Osteoporosis	939	M80.071A	Age-related osteoporosis with current pathological fracture, right ankle and foot, initial encounter for fracture	235200
939	Osteoporosis	939	M80.071D	Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.071G	Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.071K	Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.071P	Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.071S	Age-related osteoporosis with current pathological fracture, right ankle and foot, sequela	235200
939	Osteoporosis	939	M80.072	Age-related osteoporosis with current pathological fracture, left ankle and foot	235200
939	Osteoporosis	939	M80.072A	Age-related osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture	235200
939	Osteoporosis	939	M80.072D	Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.072G	Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.072K	Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.072P	Age-related osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.072S	Age-related osteoporosis with current pathological fracture, left ankle and foot, sequela	235200
939	Osteoporosis	939	M80.079	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot	235200
939	Osteoporosis	939	M80.079A	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, initial encounter for fracture	235200
939	Osteoporosis	939	M80.079D	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.079G	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.079K	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.079P	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.079S	Age-related osteoporosis with current pathological fracture, unspecified ankle and foot, sequela	235200
939	Osteoporosis	939	M80.08	Age-related osteoporosis with current pathological fracture, vertebra(e)	235200
939	Osteoporosis	939	M80.08XA	Age-related osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture	235200
939	Osteoporosis	939	M80.08XD	Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.08XG	Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.08XK	Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.08XP	Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.08XS	Age-related osteoporosis with current pathological fracture, vertebra(e), sequela	235200
939	Osteoporosis	939	M80.8	Other osteoporosis with current pathological fracture	235200
939	Osteoporosis	939	M80.80	Other osteoporosis with current pathological fracture, unspecified site	235200
939	Osteoporosis	939	M80.80XA	Other osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture	235200
939	Osteoporosis	939	M80.80XD	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.80XG	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.80XK	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.80XP	Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.80XS	Other osteoporosis with current pathological fracture, unspecified site, sequela	235200
939	Osteoporosis	939	M80.81	Other osteoporosis with pathological fracture, shoulder	235200
939	Osteoporosis	939	M80.811	Other osteoporosis with current pathological fracture, right shoulder	235200
939	Osteoporosis	939	M80.811A	Other osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.811D	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.811G	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.811K	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.811P	Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.811S	Other osteoporosis with current pathological fracture, right shoulder, sequela	235200
939	Osteoporosis	939	M80.812	Other osteoporosis with current pathological fracture, left shoulder	235200
939	Osteoporosis	939	M80.812A	Other osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture	235200
939	Osteoporosis	939	M80.812D	Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with routine healing	235200
939	Osteoporosis	939	M80.812G	Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with delayed healing	235200
939	Osteoporosis	939	M80.812K	Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion	235200
939	Osteoporosis	939	M80.812P	Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion	235200
939	Osteoporosis	939	M80.812S	Other osteoporosis with current pathological fracture, left shoulder, sequela	235200
939	Osteoporosis	939	M80.819	Other osteoporosis with current pathological fracture, unspecified shoulder	235200
